"Driver Name","Phone Number","Email","Date/Time","Trip ID","Type","Base Fare","Distance","Time","Min Fare Supplement","Cancellation","Tip","Surge","Diamond Reward","Wait Time","Promotions","Total","Long Pickup Fee","Optional Insurance","Consecutive Trips Promotion","Share Adjustment","Quest Promotion","Fare Adjustment","Platinum Reward","Cleaning Repairs"
"John Doe",NA,"jd@jd.com","Saturday, July 20, 2019 8:50 PM","a67d0ee1-b405-49ee-9b79-f05dca53ec0c","UberX","$0.30","$5.41","$2.03",NA,NA,NA,NA,"$0.45",NA,NA,"$8.19",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 5:15 PM","d3e30fc0-032e-435f-8a07-df4ddd7d6c29","UberX","$0.30","$4.80","$1.57",NA,NA,"$3.00",NA,NA,NA,NA,"$9.37",NA,"-$0.30",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 8:03 PM","1605ecee-7378-44f7-89da-5e25bde5c16d","UberX","$0.30","$0.63","$0.32","$1.37",NA,NA,NA,NA,NA,NA,"$2.58",NA,"-$0.04",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 2:32 PM","62f6530a-dd88-4e31-87d9-766079918997","UberX","$0.30","$5.01","$2.09",NA,NA,NA,NA,NA,NA,NA,"$7.09",NA,"-$0.31",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 4:20 PM","52cf5d0b-4042-4491-b321-9f314a7330f1","UberX","$0.30","$11.10","$3.25",NA,NA,"$8.97","$3.50",NA,NA,NA,"$33.59",NA,"-$0.69",NA,"$7.16",NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 4:54 PM","ffb3e2e7-610d-4348-92b2-0a9048ef464d","UberX","$0.30","$1.48","$1.01",NA,NA,NA,NA,NA,NA,NA,"$2.70",NA,"-$0.09",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 6:15 PM","3a1fced1-fca7-4038-ae00-0dc086ed017a","UberX","$0.30","$2.56","$1.52",NA,NA,NA,"$3.75",NA,NA,NA,"$7.97",NA,"-$0.16",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 10:51 PM","9f09a5e5-915a-4f7c-a6fa-44ea865f99f0","UberX","$0.30","$8.98","$2.14",NA,NA,"$1.00","$5.75",NA,NA,NA,"$17.62",NA,"-$0.55",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 8:47 PM","9777fc03-650a-48dc-a316-03e6f8d8e9ea","UberX","$0.30","$1.47","$0.91",NA,NA,NA,NA,NA,NA,NA,"$2.59",NA,"-$0.09",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 4:10 PM","654e5417-6505-4840-8b4e-a0415c16ae92","UberX","$0.30","$3.99","$1.23",NA,NA,NA,NA,NA,NA,NA,"$5.27",NA,"-$0.25",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 3:37 PM","7b98d470-5c84-4721-a63b-34178bd9d9d4","UberX","$0.30","$0.58","$0.61","$1.14",NA,NA,NA,NA,NA,NA,"$2.59",NA,"-$0.04",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 11:33 PM","5c3e3436-c767-4518-a6c7-467cfbfb7135","UberX","$0.30","$0.40","$0.26","$1.67",NA,NA,"$5.75",NA,"$0.06",NA,"$8.42",NA,"-$0.02",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 4:48 PM","d739efec-e6b0-495d-ab97-26df53306683","UberX","$0.30","$6.90","$2.50",NA,NA,NA,NA,NA,NA,NA,"$9.27",NA,"-$0.43",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 3:00 PM","2589e1d0-5b77-461e-81d0-63ddd5a6e256","UberX","$0.30","$10.84","$2.87",NA,NA,NA,NA,NA,"$0.88",NA,"$14.22",NA,"-$0.67",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 3:17 PM","9766097e-b6af-4518-b9f3-85f41a4e56be","UberX","$0.30","$5.17","$4.10",NA,NA,"$5.00",NA,NA,"$0.04",NA,"$14.29",NA,"-$0.32",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 3:16 PM","dd655395-75ee-46fa-a7df-859303b2228e","UberX","$0.30","$4.52","$1.61",NA,NA,NA,"$2.00",NA,NA,NA,"$8.15",NA,"-$0.28",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 4:36 PM","c9956476-82ef-4046-9ca8-f1fbc8c2fd8e","UberX","$0.30","$4.16","$2.86",NA,NA,"$3.09","$2.25",NA,NA,NA,"$12.40",NA,"-$0.26",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 11:16 PM","bd62e548-a66d-4e8e-a334-eaa0f51e48b0","UberX","$0.30","$3.17","$1.57",NA,NA,NA,"$5.75",NA,NA,NA,"$10.59",NA,"-$0.20",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 3:16 PM","20ed99a3-e8e0-4532-9cd8-aa72c0323778","UberX","$0.30","$4.79","$1.83",NA,NA,NA,NA,NA,NA,NA,"$6.62",NA,"-$0.30",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 4:25 PM","149583d3-1b9e-4d0c-b714-e75564fe2ce4","UberX",NA,NA,NA,NA,"$3.92",NA,NA,NA,NA,NA,"$3.92",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 6:03 PM","b456c8ca-6ee0-4214-acf9-52e565805ea0","UberX","$0.30","$2.40","$1.09",NA,NA,NA,NA,NA,NA,NA,"$3.64",NA,"-$0.15",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 6:14 PM","dd7396a7-148a-40de-b5bf-8122fbc85d77","UberX","$0.30","$1.59","$1.00",NA,NA,NA,"$5.50",NA,NA,NA,"$8.29",NA,"-$0.10",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 5:16 PM","cd651f4a-22aa-4b21-b945-eb349aeee4fb","UberX","$0.30","$3.07","$2.03",NA,NA,"$2.00",NA,NA,NA,NA,"$7.21",NA,"-$0.19",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 5:48 PM","0e2229e2-b71b-4416-8561-107909298803","UberX","$0.30","$2.60","$1.89",NA,NA,"$1.00",NA,NA,NA,NA,"$5.63",NA,"-$0.16",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, October 24, 2019 3:32 PM","687f60b3-b1f1-4a87-a6ca-eccfec1bf9ad","UberX","$0.30","$7.09","$2.38",NA,NA,NA,NA,NA,"$0.06",NA,"$9.39",NA,"-$0.44",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 3:25 PM","2abadb87-6694-46ca-bf42-2e0a2748cf7c","UberX","$0.30","$0.84","$0.73","$0.76",NA,"$1.00",NA,NA,NA,NA,"$3.58",NA,"-$0.05",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 4:09 PM","7658d4d6-9e7b-4169-8e29-0eb36e13e833","UberX","$0.30","$5.55","$2.24",NA,NA,"$1.00",NA,NA,NA,NA,"$8.75",NA,"-$0.34",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 5:12 PM","44ebf4bb-135a-47ae-a782-b7c229835158","UberX","$0.30","$4.10","$1.95",NA,NA,NA,NA,NA,NA,NA,"$6.10",NA,"-$0.25",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 6:00 PM","a1f0d37d-c38e-4e78-9ee1-c79022f2c3d1","UberX","$0.30","$0.53","$0.41","$1.38",NA,"$1.00",NA,NA,NA,NA,"$3.59",NA,"-$0.03",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 1:44 PM","607107c0-ca61-4d73-8e3b-a607c2c24afe","UberX","$0.30","$1.58","$0.91",NA,NA,NA,NA,NA,NA,NA,"$2.69",NA,"-$0.10",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 3:32 PM","008ccd90-36f1-4ba9-b942-42ed585daa97","UberX","$0.30","$3.63","$2.55",NA,NA,NA,NA,NA,NA,NA,"$6.26",NA,"-$0.22",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 7:30 PM","49846167-90b9-492e-ba1e-5c81d12ce22c","UberX","$0.30","$6.28","$2.00",NA,NA,NA,NA,NA,NA,NA,"$8.19",NA,"-$0.39",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 1:49 PM","f852e407-2ad9-4691-bca9-e764e89b6c11","UberX","$0.30","$2.25","$1.18",NA,NA,NA,NA,NA,NA,NA,"$3.59",NA,"-$0.14",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 4:55 PM","5abd88e6-5820-42de-8eca-d0debde097c4","UberX","$0.30","$1.91","$1.16",NA,NA,NA,NA,NA,"$0.27",NA,"$3.52",NA,"-$0.12",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 6:45 PM","4698023f-c4db-4de2-8979-9dfce90a487a","UberX","$0.30","$1.25","$1.05","$0.03",NA,"$1.00",NA,NA,"$0.12",NA,"$3.67",NA,"-$0.08",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 5:23 PM","14e0ee74-8ff6-4c84-b7cc-9460a61460c9","UberX","$0.30","$1.08","$1.11","$0.13",NA,NA,NA,NA,NA,NA,"$2.55",NA,"-$0.07",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 8:22 PM","8e3ad3cf-fe26-4769-aa87-c923c8ac9cee","UberX","$0.30","$3.62","$2.08",NA,NA,"$3.00",NA,NA,NA,NA,"$8.78",NA,"-$0.22",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 6:26 PM","5aea36b4-9676-42c9-b847-00409275a4c5","UberX","$0.30","$5.48","$2.35",NA,NA,"$1.00",NA,NA,NA,NA,"$8.79",NA,"-$0.34",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 6:23 PM","bf394377-c27e-4ab8-a5be-d93793f081c7","UberX","$0.30","$7.02","$4.14",NA,NA,NA,"$1.75",NA,NA,NA,"$12.78",NA,"-$0.43",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 3:56 PM","cabbab67-fc74-4cf8-b0c1-1cdae286603b","UberX","$0.30","$2.36","$1.57",NA,NA,"$1.00",NA,NA,NA,NA,"$5.08",NA,"-$0.15",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 3:49 PM","8cda9014-2c64-4ed5-baed-832931017b3f","UberX","$0.30","$0.39","$0.38","$1.56",NA,NA,"$1.00",NA,NA,NA,"$3.61",NA,"-$0.02",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 7:10 PM","7c238eda-3319-4091-89be-77761c98d7d2","UberX","$0.30","$0.40","$0.33","$1.60",NA,NA,NA,NA,"$0.21",NA,"$2.82",NA,"-$0.02",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 3:56 PM","51e2160a-9598-4ef2-87a4-0e60b11bdb74","UberX","$0.30","$0.74","$0.95","$0.63",NA,NA,"$1.00",NA,NA,NA,"$3.57",NA,"-$0.05",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 8:13 PM","b95d684c-613e-4d6b-9ce2-b95486536ea6","UberX","$0.30","$6.41","$2.00",NA,NA,NA,NA,NA,"$0.28",NA,"$8.59",NA,"-$0.40",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 6:51 PM","3b5b92a4-c19a-4cc6-ba20-37737c7fc61b","UberX","$0.30","$5.57","$2.46",NA,NA,"$1.00",NA,NA,NA,NA,"$8.99",NA,"-$0.34",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 4:32 PM","51c2aff5-1e08-43db-9cf5-480ac4c9d6f6","UberX","$0.30","$8.30","$3.09",NA,NA,"$1.00",NA,NA,"$0.32",NA,"$12.50",NA,"-$0.51",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 6:49 PM","3a0bb38c-ac07-41f3-a1ab-6959d19b04e0","UberX","$0.30","$1.55","$1.03",NA,NA,"$3.00","$3.75",NA,NA,NA,"$9.53",NA,"-$0.10",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 4:32 PM","9e397bd5-89a4-4342-8059-9d64d11db235","UberX","$0.30","$4.22","$2.13",NA,NA,NA,NA,NA,NA,NA,"$6.39",NA,"-$0.26",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 8:42 PM","f4c23c1a-6c5e-42b4-ab44-39c0ccf6009a","UberX","$0.30","$0.35","$0.36","$1.61",NA,"$1.00",NA,NA,NA,NA,"$3.60",NA,"-$0.02",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 7:30 PM","5fcf2d07-7cfa-4719-a2a9-a5798a3834c5","UberX","$0.30","$6.38","$2.59",NA,NA,"$3.00",NA,NA,NA,NA,"$11.88",NA,"-$0.39",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 9:18 PM","69ed8169-55e3-44a0-afef-858ecf76766c","UberX","$0.30","$2.17","$1.01",NA,NA,NA,"$1.25",NA,"$0.14",NA,"$4.74",NA,"-$0.13",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 7:16 PM","2e3716ea-fdb5-4b27-8038-c47f74568f6c","UberX","$0.30","$1.33","$0.77",NA,NA,NA,NA,NA,NA,NA,"$3.03","$0.71","-$0.08",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 5:48 PM","7d55645a-31ef-40c1-929b-f61e7537651f","UberX","$0.30","$8.17","$3.35",NA,NA,NA,NA,NA,NA,NA,"$13.63","$2.31","-$0.50",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 4:46 PM","220f5e47-d312-4b8f-af15-6b24e52a5bcb","UberX","$0.30","$3.81","$1.34",NA,NA,NA,NA,NA,NA,NA,"$5.21",NA,"-$0.24",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 5:08 PM","6c36325d-069b-4c59-8378-2191eeda6ce7","UberX","$0.30","$7.42","$2.30",NA,NA,"$3.00",NA,NA,NA,NA,"$12.56",NA,"-$0.46",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, October 24, 2019 6:44 PM","96853042-6688-4853-bc94-ddcc670c255a","UberX","$0.30","$3.05","$1.18",NA,NA,NA,NA,NA,"$0.21",NA,"$4.55",NA,"-$0.19",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 9:27 PM","8317602e-c272-476c-957e-01fd19d6a882","UberX","$0.30","$2.64","$1.17",NA,NA,NA,NA,NA,NA,NA,"$3.95",NA,"-$0.16",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 6:35 PM","d67f9e7c-9677-4dd7-a374-eece3666a8da","UberX","$0.30","$1.80","$0.86",NA,NA,NA,NA,NA,NA,NA,"$2.85",NA,"-$0.11",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 4:23 PM","d72ded81-ad69-48d7-aba5-89eae514d194","UberX","$0.30","$7.31","$3.13",NA,NA,"$2.00","$1.75",NA,NA,NA,"$14.04",NA,"-$0.45",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 5:47 PM","2f5e8310-be95-41be-a924-02e2631dc1bd","UberX","$0.30","$1.58","$0.75",NA,NA,"$1.00",NA,NA,NA,NA,"$3.53",NA,"-$0.10",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 6:39 PM","6a7c35f0-b4d7-496c-833f-c24b9ad5cc78","UberX","$0.30","$1.41","$1.10",NA,NA,"$3.00","$3.75",NA,NA,NA,"$9.47",NA,"-$0.09",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 5:33 PM","10664420-6828-4709-9570-1e1fc21ddac5","UberX","$0.30","$7.66","$2.15",NA,NA,NA,NA,NA,NA,NA,"$9.64",NA,"-$0.47",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 7:57 PM","0d7548d4-8b60-4b2b-b0e6-c268e52e3904","UberX","$0.30","$5.08","$1.99",NA,NA,"$1.00",NA,NA,"$0.56",NA,"$8.62",NA,"-$0.31",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 8:45 PM","f8a78900-bea5-41a6-aeb9-f9e7dd25a08c","UberX","$0.30","$5.62","$2.35",NA,NA,NA,NA,NA,NA,NA,"$7.92",NA,"-$0.35",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 2:04 PM","fff698b7-b78a-4469-af58-a452872999a9","UberX","$0.30","$8.01","$2.95",NA,NA,NA,NA,NA,NA,NA,"$10.77",NA,"-$0.49",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 2:58 PM","c37a2a28-b17c-4444-b35d-4d6e1ce3fa9f","UberX","$0.30","$3.40","$1.66",NA,NA,NA,NA,NA,NA,NA,"$5.15",NA,"-$0.21",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 4:06 PM","90bfafc3-26e1-4868-a664-cafbc97aa0e2","UberX","$0.30","$3.10","$2.15",NA,NA,NA,NA,NA,NA,NA,"$5.36",NA,"-$0.19",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 7:05 PM","af373223-7087-49b7-a898-d1fd3405ea60","UberX","$0.30","$5.51","$2.33",NA,NA,NA,"$7.50",NA,NA,NA,"$15.30",NA,"-$0.34",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 5:56 PM","bedb5a72-b158-406d-bf40-2701dffb6c5f","UberX","$0.30","$4.63","$1.88",NA,NA,NA,NA,NA,NA,NA,"$6.52",NA,"-$0.29",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 5:38 PM","dd6587af-401c-4a88-ab97-365753cf7beb","UberX","$0.30","$2.19","$1.27",NA,NA,NA,"$4.00",NA,NA,NA,"$7.62",NA,"-$0.14",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 4:00 PM","3f07581a-a2d4-468c-a3fe-68ca7eeca508","UberX","$0.30","$3.21","$1.39",NA,NA,NA,NA,NA,NA,NA,"$4.70",NA,"-$0.20",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 4:21 PM","bbfcd90b-a8eb-4d8d-84ee-edb39eb6aedc","UberX","$0.30","$4.06","$1.80",NA,NA,NA,NA,NA,NA,NA,"$5.91",NA,"-$0.25",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 7:34 PM","a70f31c2-751d-49d7-abd1-f44b35e210bd","UberX","$0.30","$4.35","$2.87",NA,NA,NA,NA,NA,NA,NA,"$7.25",NA,"-$0.27",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, October 27, 2019 6:22 PM","f272b327-ed88-40e5-8c7a-2f12291cfb9d","UberX","$0.30","$3.05","$1.52",NA,NA,NA,NA,NA,NA,NA,"$4.68",NA,"-$0.19",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 8:18 PM","2425794c-4f1f-4661-b5c0-aeb4a651cd0b","UberX","$0.30","$5.39","$2.42",NA,NA,NA,NA,NA,"$0.33",NA,"$8.11",NA,"-$0.33",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 2:50 PM","b9579a28-297c-4e26-8d2e-d2ba9f137c03","UberX","$0.30","$3.74","$1.65",NA,NA,"$1.00",NA,NA,NA,NA,"$6.46",NA,"-$0.23",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 3:51 PM","8ca511df-d2ac-40fd-841f-42e7bb723d45","UberX","$0.30","$0.31","$0.29","$1.72",NA,NA,"$1.25",NA,NA,NA,"$3.85",NA,"-$0.02",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Tuesday, October 22, 2019 4:01 PM","90de1ae0-d43f-4e92-8b23-46c913fae9e0","UberX","$0.30","$3.30","$1.73",NA,NA,"$1.00","$2.00",NA,NA,NA,"$8.13",NA,"-$0.20",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 9:00 PM","8d6041cc-2a30-4055-8bfb-3802a3d9dc9a","UberX","$0.30","$1.40","$0.63","$0.29",NA,NA,NA,NA,NA,NA,"$2.53",NA,"-$0.09",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 2:24 PM","a4e2e97f-48ab-43d7-a100-8d554e348204","UberX","$0.30","$1.87","$0.96",NA,NA,NA,NA,NA,NA,NA,"$3.01",NA,"-$0.12",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 11:39 PM","49b9ec41-4e50-470a-a814-ffe329146ef4","UberX","$0.30","$2.97","$1.53",NA,NA,"$2.00","$5.75",NA,"$0.41",NA,"$12.78",NA,"-$0.18",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, October 25, 2019 5:31 PM","e152fafb-f3c1-4331-9124-63c7ec91e3dd","UberX","$0.30","$1.65","$1.03",NA,NA,NA,NA,NA,"$0.62",NA,"$3.50",NA,"-$0.10",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 8:54 PM","b5d4a64e-b480-42fb-82d5-364bec3abbf0","UberX","$0.30","$4.93","$1.74",NA,NA,NA,NA,NA,NA,NA,"$6.67",NA,"-$0.30",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, October 23, 2019 5:55 PM","d2ed3667-7bfa-46ba-a6aa-0b4bd3a4ef16","UberX","$0.30","$5.32","$2.31",NA,NA,"$1.00",NA,NA,NA,NA,"$8.60",NA,"-$0.33",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, October 26, 2019 3:37 PM","37b44de4-f0c7-4fe3-9927-48b8bb9db4a2","UberX","$0.30","$5.96","$2.31",NA,NA,NA,NA,NA,NA,NA,"$8.20",NA,"-$0.37",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, October 21, 2019 3:47 PM","dd9048bd-87af-44bf-bc9b-42297a41e884","UberX","$0.30","$1.65","$0.81",NA,NA,NA,NA,NA,NA,NA,"$2.66",NA,"-$0.10",NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, November 17, 2018 7:38 PM","6710fd13-c9c6-413b-b1a1-9544bb915591","UberX","$0.30","$0.64","$0.83","$0.86",NA,NA,NA,NA,NA,NA,"$2.67",NA,NA,NA,NA,NA,NA,"$0.04",NA
"John Doe",NA,"jd@jd.com","Saturday, November 10, 2018 6:51 PM","6a7fe37d-73ac-4520-8bb3-afbab05ce698","UberX",NA,NA,NA,NA,NA,"$2.00",NA,NA,NA,NA,"$2.00",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, November 14, 2018 10:55 PM","b241c3f8-b744-4d31-938c-39efb400ec8b","UberX","$0.30","$1.66","$0.87",NA,NA,NA,NA,NA,NA,NA,"$2.90",NA,NA,NA,NA,NA,NA,"$0.07",NA
"John Doe",NA,"jd@jd.com","Sunday, November 18, 2018 8:27 PM","b930a5a0-b0e5-434c-ac90-4d53e88fcb9c","UberX","$0.30","$1.33","$0.64","$0.36",NA,"$5.00",NA,NA,"$0.32",NA,"$8.01",NA,NA,NA,NA,NA,NA,"$0.06",NA
"John Doe",NA,"jd@jd.com","Saturday, November 17, 2018 11:38 PM","13d9c50a-9f0d-4cf2-9cd4-a44285458066","UberX","$0.30","$1.22","$0.64","$0.47",NA,NA,NA,NA,NA,NA,"$2.68",NA,NA,NA,NA,NA,NA,"$0.05",NA
"John Doe",NA,"jd@jd.com","Sunday, November 18, 2018 10:04 PM","4c4e3b80-b46b-4c79-bed8-1b2a24652d28","UberX","$0.30","$1.04","$0.60","$0.69",NA,NA,NA,NA,NA,NA,"$2.68",NA,NA,NA,NA,NA,NA,"$0.05",NA
"John Doe",NA,"jd@jd.com","Friday, November 16, 2018 7:49 PM","1948d443-152d-4127-bdbe-2a24cdae1c53","UberX","$0.30","$2.99","$1.28",NA,NA,"$5.00",NA,NA,"$0.42",NA,"$10.12",NA,NA,NA,NA,NA,NA,"$0.13",NA
"John Doe",NA,"jd@jd.com","Sunday, November 18, 2018 8:21 PM","39cf1988-fcdd-492d-8141-8a94ad0850f7","UberX","$0.30","$0.27","$0.35","$1.70",NA,NA,NA,NA,NA,NA,"$2.64",NA,NA,NA,NA,NA,NA,"$0.02",NA
"John Doe",NA,"jd@jd.com","Wednesday, November 14, 2018 7:39 PM","dc1020e7-9c9d-44c0-be2e-354cb0aec0a0","UberX","$0.30","$0.50","$0.30","$1.53",NA,NA,NA,NA,NA,NA,"$2.65",NA,NA,NA,NA,NA,NA,"$0.02",NA
"John Doe",NA,"jd@jd.com","Friday, November 16, 2018 11:28 PM","7a8d19b8-f744-4de2-b86d-a9f8c50e5319","UberX","$0.30","$3.97","$1.72",NA,NA,NA,"$4.25",NA,"$0.05",NA,"$10.46",NA,NA,NA,NA,NA,NA,"$0.17",NA
"John Doe",NA,"jd@jd.com","Sunday, November 18, 2018 7:18 PM","5826b840-91ca-4ee8-8fc3-79185d91ff74","UberX","$0.30","$2.91","$1.15",NA,NA,NA,NA,NA,NA,NA,"$4.48",NA,NA,NA,NA,NA,NA,"$0.12",NA
